codigo_titulo,titulo,familia_profesional,nivel,codigo_modulo,nombre_modulo
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_078_3,Manejo de instalaciones; herramientas; maquinarias y equipos agrícola
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_079_3,Cultivos
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_080_3,Repoblación y manejo de plantaciones y bosques naturales
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_081_3,Protección vegetal
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_082_3,Mantenimientos y uso de instalaciones pecuarias
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_083_3,Enfermedades en sistemas de producción pecuaria
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_084_3,Producción Avícola
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_085_3,Producción de Rumiantes
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_086_3,Producción de Porcinos
AGA009_3,Agropecuaria se especifican a continuación:,Agraria,3_Bachiller Técnico,MF_087_3,Duración: 360 Horas
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_088_3,Prevención de riesgos asociados al manejo de animales y productos tóxicos
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_089_3,Consulta clínica veterinaria
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_090_3,Quirófano del centro veterinario
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_091_3,Hospitalización de animales
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_092_3,Procedimientos de imagen para el diagnóstico en veterinaria
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_093_3,Análisis de laboratorio en muestras biológicas animales
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_094_3,Cuidados higiénicos aplicados a animales de compañía
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_095_3,Prevención zoosanitaria en producción pecuaria
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_096_3,Atención al cliente y ventas en centros veterinarios
AGA010_3,Asistencia a Veterinaria Pág. 1,Agraria,3_Bachiller Técnico,MF_097_3,Hospitalización Prevención Formación en
